obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3771785281.08,6,32.8549003601,3774726847.85,3774726848.26,3771785281.08,0.0,internal_timestamp,577.489990234,82168,1562796481,4.80649995804,3.28549003601,34.2042178779,1029.7426257,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1',)",3771785282.07,6,32.8535995483,3774726847.85,3774726848.26,3771785282.07,0.0,internal_timestamp,577.530029297,66381,1562796482,4.80560016632,3.28535995483,34.2036150987,1029.74244755,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2',)",3771785283.05,6,32.8520011902,3774726847.85,3774726848.26,3771785283.05,0.0,internal_timestamp,577.5,51378,1562796483,4.80189990997,3.28520011902,34.2055720679,1029.74431981,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3',)",3771785284.07,6,32.8577003479,3774726847.85,3774726848.26,3771785284.07,0.0,internal_timestamp,577.5,66690,1562796484,4.81050014496,3.28577003479,34.2033533478,1029.74148545,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('4',)",3771785285.07,6,32.8600997925,3774726847.85,3774726848.26,3771785285.07,0.0,internal_timestamp,577.489990234,73074,1562796485,4.81500005722,3.28600997925,34.201524207,1029.73942881,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('5',)",3771785286.07,6,32.8582992554,3774726847.85,3774726848.26,3771785286.07,0.0,internal_timestamp,577.539978027,66894,1562796486,4.81209993362,3.28582992554,34.2023872237,1029.74070529,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('6',)",3771785287.07,6,32.8588981628,3774726847.85,3774726848.26,3771785287.07,0.0,internal_timestamp,577.469970703,72497,1562796487,4.81230020523,3.28588981628,34.2029099125,1029.74077055,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('7',)",3771785288.07,6,32.8588981628,3774726847.85,3774726848.26,3771785288.07,0.0,internal_timestamp,577.510009766,67281,1562796488,4.81290006638,3.28588981628,34.2022753808,1029.74037836,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('8',)",3771785289.07,6,32.8572998047,3774726847.85,3774726848.26,3771785289.07,0.0,internal_timestamp,577.530029297,72606,1562796489,4.81029987335,3.28572998047,34.2030801802,1029.74143323,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('9',)",3771785290.07,6,32.8614006042,3774726847.85,3774726848.26,3771785290.07,0.0,internal_timestamp,577.460021973,67992,1562796490,4.81430006027,3.28614006042,34.203759939,1029.74114341,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('10',)",3771785291.08,6,32.8596992493,3774726847.85,3774726848.26,3771785291.08,0.0,internal_timestamp,577.530029297,83360,1562796491,4.81449985504,3.28596992493,34.2015531402,1029.73969883,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('11',)",3771785292.07,6,32.8731002808,3774726847.85,3774726848.26,3771785292.07,0.0,internal_timestamp,577.619995117,68157,1562796492,4.82770013809,3.28731002808,34.2034810196,1029.73996842,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('12',)",3771785293.07,6,32.8759994507,3774726847.85,3774726848.26,3771785293.07,0.0,internal_timestamp,577.559997559,73653,1562796493,4.83400011063,3.28759994507,34.2004119376,1029.73647547,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('13',)",3771785294.07,6,32.8805999756,3774726847.85,3774726848.26,3771785294.07,0.0,internal_timestamp,577.590026855,68477,1562796494,4.8436999321,3.28805999756,34.1957840769,1029.73173661,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('14',)",3771785295.07,6,32.8835983276,3774726847.85,3774726848.26,3771785295.07,0.0,internal_timestamp,577.599975586,74702,1562796495,4.84789991379,3.28835983276,34.1949445535,1029.73058904,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('15',)",3771785296.07,6,32.8829994202,3774726847.86,3774726848.26,3771785296.07,0.0,internal_timestamp,577.609985352,68478,1562796496,4.8467001915,3.28829994202,34.1954753719,1029.73120555,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('16',)",3771785297.06,6,32.8797988892,3774726847.86,3774726848.26,3771785297.06,0.0,internal_timestamp,577.590026855,64835,1562796497,4.84240007401,3.28797988892,34.1961889139,1029.73222031,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('17',)",3771785298.07,6,32.8833007812,3774726847.86,3774726848.26,3771785298.07,0.0,internal_timestamp,577.58001709,70329,1562796498,4.84450006485,3.28833007812,34.1980900331,1029.73340884,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('18',)",3771785299.07,6,32.8866996765,3774726847.86,3774726848.26,3771785299.07,0.0,internal_timestamp,577.570007324,65284,1562796499,4.84950017929,3.28866996765,34.1969041658,1029.731795,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('19',)",3771785300.07,6,32.8869018555,3774726847.86,3774726848.26,3771785300.07,0.0,internal_timestamp,577.630004883,71089,1562796500,4.85109996796,3.28869018555,34.1954704343,1029.73073735,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('20',)",3771785301.07,6,32.8886985779,3774726847.86,3774726848.26,3771785301.07,0.0,internal_timestamp,577.599975586,66838,1562796501,4.853099823,3.28886985779,34.1955143554,1029.73038098,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('21',)",3771785302.07,6,32.8857002258,3774726847.86,3774726848.26,3771785302.07,0.0,internal_timestamp,577.590026855,71892,1562796502,4.85020017624,3.28857002258,34.1950235093,1029.73031472,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('22',)",3771785303.07,6,32.8862991333,3774726847.86,3774726848.26,3771785303.07,0.0,internal_timestamp,577.570007324,67335,1562796503,4.84950017929,3.28862991333,34.196441561,1029.73143001,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('23',)",3771785304.07,6,32.8800010681,3774726847.86,3774726848.26,3771785304.07,0.0,internal_timestamp,577.570007324,72871,1562796504,4.84170007706,3.28800010681,34.197148936,1029.73297418,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('24',)",3771785305.07,6,32.8819999695,3774726847.86,3774726848.26,3771785305.07,0.0,internal_timestamp,577.599975586,68310,1562796505,4.84189987183,3.28819999695,34.1992384235,1029.73473534,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('25',)",3771785306.07,6,32.8797988892,3774726847.86,3774726848.27,3771785306.07,0.0,internal_timestamp,577.619995117,74814,1562796506,4.84009981155,3.28797988892,34.1985279022,1029.73449426,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('26',)",3771785307.07,6,32.8736991882,3774726847.86,3774726848.27,3771785307.07,0.0,internal_timestamp,577.590026855,69479,1562796507,4.83459997177,3.28736991882,34.1971250176,1029.73394435,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('27',)",3771785308.07,6,32.8805999756,3774726847.86,3774726848.27,3771785308.07,0.0,internal_timestamp,577.58001709,65247,1562796508,4.83839988708,3.28805999756,34.201213475,1029.73664417,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('28',)",3771785309.07,6,32.8805999756,3774726847.86,3774726848.27,3771785309.07,0.0,internal_timestamp,577.570007324,71276,1562796509,4.84170007706,3.28805999756,34.1978407835,1029.73352005,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('29',)",3771785310.07,6,32.8757019043,3774726847.86,3774726848.27,3771785310.07,0.0,internal_timestamp,577.590026855,65470,1562796510,4.83519983292,3.28757019043,34.1988249524,1029.73520986,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('30',)",3771792152.08,6,32.8157997131,3774726847.91,3774726848.55,3771792152.08,0.0,internal_timestamp,578.440002441,79141,1562803352,4.75479984283,3.28157997131,34.2114751133,1029.7592225,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('31',)",3771792153.04,6,32.8160018921,3774726847.91,3774726848.55,3771792153.04,0.0,internal_timestamp,578.450012207,43022,1562803353,4.75509977341,3.28160018921,34.2113966211,1029.75916897,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('32',)",3771792154.05,6,32.8160018921,3774726847.91,3774726848.55,3771792154.05,0.0,internal_timestamp,578.400024414,48604,1562803354,4.75540018082,3.28160018921,34.2111139289,1029.75867824,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('33',)",3771792155.04,6,32.8160018921,3774726847.91,3774726848.55,3771792155.04,0.0,internal_timestamp,578.450012207,43388,1562803355,4.75479984283,3.28160018921,34.2117041401,1029.7594493,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('34',)",3771792156.04,6,32.8157997131,3774726847.91,3774726848.55,3771792156.04,0.0,internal_timestamp,578.41998291,38301,1562803356,4.75460004807,3.28157997131,34.2116901013,1029.75932516,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('35',)",3771792157.04,6,32.8157997131,3774726847.91,3774726848.55,3771792157.04,0.0,internal_timestamp,578.450012207,43732,1562803357,4.75479984283,3.28157997131,34.2114700447,1029.75926455,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('36',)",3771792158.04,6,32.8152008057,3774726847.91,3774726848.55,3771792158.04,0.0,internal_timestamp,578.41998291,38655,1562803358,4.75430011749,3.28152008057,34.2113041636,1029.7590582,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('37',)",3771792159.04,6,32.8152008057,3774726847.91,3774726848.55,3771792159.04,0.0,internal_timestamp,578.390014648,44304,1562803359,4.75430011749,3.28152008057,34.2113193386,1029.75893232,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('38',)",3771792160.04,6,32.8152008057,3774726847.92,3774726848.55,3771792160.04,0.0,internal_timestamp,578.41998291,38968,1562803360,4.75409984589,3.28152008057,34.211509504,1029.75924538,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('39',)",3771792161.04,6,32.8156013489,3774726847.92,3774726848.55,3771792161.04,0.0,internal_timestamp,578.400024414,44314,1562803361,4.75430011749,3.28156013489,34.2117780502,1029.75934039,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('40',)",3771792162.04,6,32.8153991699,3774726847.92,3774726848.55,3771792162.04,0.0,internal_timestamp,578.390014648,39857,1562803362,4.75449991226,3.28153991699,34.2113441691,1029.75892685,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('41',)",3771792163.04,6,32.8148002625,3774726847.92,3774726848.55,3771792163.04,0.0,internal_timestamp,578.390014648,44673,1562803363,4.75379991531,3.28148002625,34.2113684182,1029.75903381,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('42',)",3771792164.04,6,32.8148002625,3774726847.92,3774726848.55,3771792164.04,0.0,internal_timestamp,578.33001709,40506,1562803364,4.75309991837,3.28148002625,34.2121165304,1029.75943606,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('43',)",3771792165.04,6,32.8146018982,3774726847.92,3774726848.55,3771792165.04,0.0,internal_timestamp,578.280029297,44949,1562803365,4.75360012054,3.28146018982,34.2113992808,1029.7585773,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('44',)",3771792166.04,6,32.8148002625,3774726847.92,3774726848.55,3771792166.04,0.0,internal_timestamp,578.299987793,39890,1562803366,4.75390005112,3.28148002625,34.2113113353,1029.75856208,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('45',)",3771792167.05,6,32.8149986267,3774726847.92,3774726848.55,3771792167.05,0.0,internal_timestamp,578.320007324,45720,1562803367,4.75419998169,3.28149986267,34.2112233594,1029.75854711,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('46',)",3771792168.04,6,32.8152008057,3774726847.92,3774726848.55,3771792168.04,0.0,internal_timestamp,578.309997559,40496,1562803368,4.75430011749,3.28152008057,34.2113598571,1029.75859623,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('47',)",3771792169.05,6,32.8152008057,3774726847.92,3774726848.55,3771792169.05,0.0,internal_timestamp,578.260009766,46293,1562803369,4.75390005112,3.28152008057,34.2117953651,1029.75876019,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('48',)",3771792170.04,6,32.8152008057,3774726847.92,3774726848.55,3771792170.04,0.0,internal_timestamp,578.299987793,40437,1562803370,4.75409984589,3.28152008057,34.2115702668,1029.75874137,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('49',)",3771792171.05,6,32.8153991699,3774726847.92,3774726848.55,3771792171.05,0.0,internal_timestamp,578.289978027,46127,1562803371,4.75449991226,3.28153991699,34.2113948246,1029.75850667,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('50',)",3771792172.04,6,32.8156013489,3774726847.92,3774726848.55,3771792172.04,0.0,internal_timestamp,578.289978027,40801,1562803372,4.75460004807,3.28156013489,34.211526252,1029.75859783,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('51',)",3771792173.05,6,32.8152008057,3774726847.92,3774726848.55,3771792173.05,0.0,internal_timestamp,578.340026855,45907,1562803373,4.75390005112,3.28152008057,34.2117548457,1029.75909628,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('52',)",3771792174.04,6,32.8153991699,3774726847.92,3774726848.55,3771792174.04,0.0,internal_timestamp,578.309997559,40923,1562803374,4.75419998169,3.28153991699,34.2116922098,1029.75887109,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('53',)",3771792175.05,6,32.8146018982,3774726847.92,3774726848.55,3771792175.05,0.0,internal_timestamp,578.289978027,45782,1562803375,4.75349998474,3.28146018982,34.2114969145,1029.75871268,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('54',)",3771792176.04,6,32.8152008057,3774726847.92,3774726848.55,3771792176.04,0.0,internal_timestamp,578.299987793,40727,1562803376,4.75379991531,3.28152008057,34.211877793,1029.7590217,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('55',)",3771792177.05,6,32.8149986267,3774726847.92,3774726848.55,3771792177.05,0.0,internal_timestamp,578.320007324,45724,1562803377,4.75369977951,3.28149986267,34.2117362252,1029.75901462,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('56',)",3771792178.04,6,32.8148002625,3774726847.92,3774726848.55,3771792178.04,0.0,internal_timestamp,578.289978027,40540,1562803378,4.75339984894,3.28148002625,34.211829274,1029.75898755,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('57',)",3771792179.05,6,32.8143005371,3774726847.92,3774726848.55,3771792179.05,0.0,internal_timestamp,578.270019531,46079,1562803379,4.75299978256,3.28143005371,34.2116709455,1029.75882097,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('58',)",3771792180.04,6,32.8153991699,3774726847.92,3774726848.55,3771792180.04,0.0,internal_timestamp,578.309997559,41366,1562803380,4.75449991226,3.28153991699,34.2113846873,1029.75859076,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('59',)",3771792181.05,6,32.8153991699,3774726847.92,3774726848.55,3771792181.05,0.0,internal_timestamp,578.320007324,45986,1562803381,4.75419998169,3.28153991699,34.211687141,1029.75891313,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('60',)",3771792182.04,6,32.8148002625,3774726847.92,3774726848.55,3771792182.04,0.0,internal_timestamp,578.299987793,40867,1562803382,4.75339984894,3.28148002625,34.2118242051,1029.75902959,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('61',)",3771792183.05,6,32.8152008057,3774726847.92,3774726848.56,3771792183.05,0.0,internal_timestamp,578.289978027,45645,1562803383,4.75400018692,3.28152008057,34.2116775179,1029.75879247,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('62',)",3771792184.04,6,32.8153991699,3774726847.92,3774726848.56,3771792184.04,0.0,internal_timestamp,578.270019531,40659,1562803384,4.75419998169,3.28153991699,34.2117124539,1029.75870317,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('63',)",3771792185.08,6,32.8152008057,3774726847.92,3774726848.56,3771792185.08,0.0,internal_timestamp,578.33001709,76336,1562803385,4.75419998169,3.28152008057,34.2114523899,1029.75877391,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('64',)",3771792186.04,6,32.8153991699,3774726847.92,3774726848.56,3771792186.04,0.0,internal_timestamp,578.33001709,39899,1562803386,4.75390005112,3.28153991699,34.2119895989,1029.75923551,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('65',)",3771792187.04,6,32.8152008057,3774726847.92,3774726848.56,3771792187.04,0.0,internal_timestamp,578.299987793,44838,1562803387,4.75419998169,3.28152008057,34.211467596,1029.75864778,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('66',)",3771792188.04,6,32.8152008057,3774726847.92,3774726848.56,3771792188.04,0.0,internal_timestamp,578.299987793,40800,1562803388,4.75419998169,3.28152008057,34.211467596,1029.75864778,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('67',)",3771792189.04,6,32.8157997131,3774726847.92,3774726848.56,3771792189.04,0.0,internal_timestamp,578.309997559,44710,1562803389,4.75479984283,3.28157997131,34.2115409433,1029.75867645,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('68',)",3771792190.04,6,32.8156013489,3774726847.92,3774726848.56,3771792190.04,0.0,internal_timestamp,578.320007324,39467,1562803390,4.75500011444,3.28156013489,34.211100859,1029.75835005,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('69',)",3771792191.04,6,32.8153991699,3774726847.92,3774726848.56,3771792191.04,0.0,internal_timestamp,578.280029297,43864,1562803391,4.75479984283,3.28153991699,34.211092344,1029.75818456,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('70',)",3771792192.04,6,32.8153991699,3774726847.92,3774726848.56,3771792192.04,0.0,internal_timestamp,578.33001709,38282,1562803392,4.75449991226,3.28153991699,34.21137455,1029.75867485,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('71',)",3771792193.04,6,32.8156013489,3774726847.92,3774726848.56,3771792193.04,0.0,internal_timestamp,578.33001709,44619,1562803393,4.75460004807,3.28156013489,34.2115059773,1029.75876601,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('72',)",3771792194.04,6,32.8153991699,3774726847.92,3774726848.56,3771792194.04,0.0,internal_timestamp,578.289978027,37884,1562803394,4.75409984589,3.28153991699,34.2118050187,1029.75888059,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('73',)",3771792195.04,6,32.8153991699,3774726847.92,3774726848.56,3771792195.04,0.0,internal_timestamp,578.280029297,42901,1562803395,4.75419998169,3.28153991699,34.2117073851,1029.75874521,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('74',)",3771792196.05,6,32.8153991699,3774726847.92,3774726848.56,3771792196.05,0.0,internal_timestamp,578.289978027,48023,1562803396,4.75430011749,3.28153991699,34.2115996763,1029.75869341,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('75',)",3771792197.04,6,32.8149986267,3774726847.92,3774726848.56,3771792197.04,0.0,internal_timestamp,578.289978027,42925,1562803397,4.75379991531,3.28149986267,34.2116487597,1029.7587949,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('76',)",3771792198.04,6,32.8152008057,3774726847.92,3774726848.56,3771792198.04,0.0,internal_timestamp,578.33001709,38522,1562803398,4.75400018692,3.28152008057,34.2116572428,1029.75896065,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('77',)",3771792199.04,6,32.8153991699,3774726847.92,3774726848.56,3771792199.04,0.0,internal_timestamp,578.299987793,43884,1562803399,4.75419998169,3.28153991699,34.2116972785,1029.75882905,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('78',)",3771792200.04,6,32.8148002625,3774726847.92,3774726848.56,3771792200.04,0.0,internal_timestamp,578.309997559,38462,1562803400,4.75409984589,3.28148002625,34.2111014154,1029.75841738,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('79',)",3771792201.04,6,32.8143005371,3774726847.92,3774726848.56,3771792201.04,0.0,internal_timestamp,578.289978027,43910,1562803401,4.75260019302,3.28143005371,34.2120705572,1029.75927829,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('80',)",3771792202.07,6,32.814201355,3774726847.92,3774726848.56,3771792202.07,0.0,internal_timestamp,578.33001709,70276,1562803402,4.75260019302,3.2814201355,34.2119354349,1029.75935582,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('81',)",3771792203.05,6,32.8146018982,3774726847.92,3774726848.56,3771792203.05,0.0,internal_timestamp,578.320007324,45105,1562803403,4.75330018997,3.28146018982,34.2116865635,1029.75902556,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('82',)",3771792204.04,6,32.8143005371,3774726847.92,3774726848.56,3771792204.04,0.0,internal_timestamp,578.280029297,38924,1562803404,4.75250005722,3.28143005371,34.2121782707,1029.75933009,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('83',)",3771792205.04,6,32.8148002625,3774726847.92,3774726848.56,3771792205.04,0.0,internal_timestamp,578.280029297,44601,1562803405,4.75309991837,3.28148002625,34.2121418443,1029.7592261,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('84',)",3771792206.04,6,32.8152008057,3774726847.92,3774726848.56,3771792206.04,0.0,internal_timestamp,578.33001709,39833,1562803406,4.75419998169,3.28152008057,34.2114523899,1029.75877391,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('85',)",3771792207.04,6,32.8138999939,3774726847.92,3774726848.56,3771792207.04,0.0,internal_timestamp,578.320007324,44743,1562803407,4.75339984894,3.28138999939,34.2107716419,1029.75829098,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('86',)",3771792208.04,6,32.8129005432,3774726847.92,3774726848.56,3771792208.04,0.0,internal_timestamp,578.299987793,40532,1562803408,4.75120019913,3.28129005432,34.2118798675,1029.75934943,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('87',)",3771792209.05,6,32.8128013611,3774726847.92,3774726848.56,3771792209.05,0.0,internal_timestamp,578.309997559,46920,1562803409,4.75080013275,3.28128013611,34.2121701689,1029.75967477,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('88',)",3771792210.04,6,32.8134002686,3774726847.92,3774726848.56,3771792210.04,0.0,internal_timestamp,578.309997559,40303,1562803410,4.75169992447,3.28134002686,34.2119410591,1029.75938109,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('89',)",3771792211.05,6,32.8138008118,3774726847.92,3774726848.56,3771792211.05,0.0,internal_timestamp,578.33001709,45753,1562803411,4.75199985504,3.28138008118,34.2120871925,1029.7595509,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('90',)",3771792212.04,6,32.8133010864,3774726847.92,3774726848.56,3771792212.04,0.0,internal_timestamp,578.309997559,41408,1562803412,4.75169992447,3.28133010864,34.2118262102,1029.75929045,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('91',)",3771792213.05,6,32.8138999939,3774726847.92,3774726848.56,3771792213.05,0.0,internal_timestamp,578.280029297,46608,1562803413,4.75239992142,3.28138999939,34.2118171417,1029.75905764,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('92',)",3771792214.04,6,32.8134994507,3774726847.92,3774726848.56,3771792214.04,0.0,internal_timestamp,578.280029297,41736,1562803414,4.75190019608,3.28134994507,34.2118657323,1029.75915867,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('93',)",3771792215.05,6,32.814201355,3774726847.92,3774726848.56,3771792215.05,0.0,internal_timestamp,578.280029297,46988,1562803415,4.75220012665,3.2814201355,34.212370963,1029.75951979,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('94',)",3771792216.04,6,32.814201355,3774726847.92,3774726848.56,3771792216.04,0.0,internal_timestamp,578.309997559,42052,1562803416,4.75309991837,3.2814201355,34.2114331834,1029.75880466,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('95',)",3771792217.04,6,32.8148002625,3774726847.92,3774726848.56,3771792217.04,0.0,internal_timestamp,578.309997559,37175,1562803417,4.75339984894,3.28148002625,34.2118191362,1029.75907164,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('96',)",3771792218.04,6,32.814201355,3774726847.92,3774726848.56,3771792218.04,0.0,internal_timestamp,578.299987793,43225,1562803418,4.75299978256,3.2814201355,34.2115409248,1029.75885621,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('97',)",3771792219.06,6,32.8143005371,3774726847.92,3774726848.56,3771792219.06,0.0,internal_timestamp,578.280029297,58340,1562803419,4.75279998779,3.28143005371,34.211870735,1029.75904976,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('98',)",3771792220.04,6,32.8146018982,3774726847.92,3774726848.56,3771792220.04,0.0,internal_timestamp,578.289978027,43578,1562803420,4.75330018997,3.28146018982,34.2117017702,1029.75889942,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('99',)",3771792221.05,6,32.8138008118,3774726847.92,3774726848.56,3771792221.05,0.0,internal_timestamp,578.289978027,48084,1562803421,4.75239992142,3.28138008118,34.2116972569,1029.75900879,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('100',)",3771792222.04,6,32.8133010864,3774726847.92,3774726848.56,3771792222.04,0.0,internal_timestamp,578.33001709,43305,1562803422,4.75099992752,3.28133010864,34.2125338364,1029.76002882,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('101',)",3771792223.04,6,32.8130989075,3774726847.92,3774726848.56,3771792223.04,0.0,internal_timestamp,578.309997559,38418,1562803423,4.75110006332,3.28130989075,34.2122071769,1029.75966636,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('102',)",3771792224.04,6,32.8138008118,3774726847.92,3774726848.56,3771792224.04,0.0,internal_timestamp,578.289978027,44083,1562803424,4.75209999084,3.28138008118,34.212004793,1029.75928913,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
"('103',)",3771792225.04,6,32.8138008118,3774726847.92,3774726848.56,3771792225.04,0.0,internal_timestamp,578.280029297,39460,1562803425,4.75250005722,3.28138008118,34.2115996209,1029.75887341,29,29,29,29,1,0,29,13,29,13,29,29,44.36829,-124.9528
