obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('204',)",31.4477005005,1,0,1040.89644834,29,21,2,3.14477005005,29,5,3746540943.73,3746540943.83,3652648651.08,44.52757,-125.38075,0.0,34.6456862041,29,21,internal_timestamp,2877.37988281,29,21,75444,1443659851,1.71029996872,29,29,3652648651.08
"('205',)",31.4486999512,1,0,1040.90944378,29,21,2,3.14486999512,29,5,3746540943.73,3746540943.83,3652648662.08,44.52757,-125.38075,0.0,34.6450776225,29,21,internal_timestamp,2880.42993164,29,21,78221,1443659862,1.7107000351,29,29,3652648662.08
"('206',)",31.4498004913,1,0,1040.92304218,29,21,2,3.14498004913,29,5,3746540943.73,3746540943.84,3652648673.07,44.52757,-125.38075,0.0,34.6452420384,29,21,internal_timestamp,2883.45996094,29,21,70362,1443659873,1.71050000191,29,29,3652648673.07
"('207',)",31.4508991241,1,0,1040.93636048,29,21,2,3.14508991241,29,5,3746540943.73,3746540943.84,3652648684.08,44.52757,-125.38075,0.0,34.6452006299,29,21,internal_timestamp,2886.4699707,29,21,75985,1443659884,1.71050000191,29,29,3652648684.08
"('208',)",31.452299118,1,0,1040.95007286,29,21,2,3.1452299118,29,5,3746540943.73,3746540943.84,3652648695.08,44.52757,-125.38075,0.0,34.6454001978,29,21,internal_timestamp,2889.5300293,29,21,79716,1443659895,1.7106000185,29,29,3652648695.08
"('209',)",31.4535999298,1,0,1040.96334677,29,21,2,3.14535999298,29,5,3746540943.73,3746540943.84,3652648706.07,44.52757,-125.38075,0.0,34.6453994418,29,21,internal_timestamp,2892.5300293,29,21,73116,1443659906,1.71080005169,29,29,3652648706.07
"('210',)",31.4547996521,1,0,1040.97684164,29,21,2,3.14547996521,29,5,3746540943.73,3746540943.84,3652648717.08,44.52757,-125.38075,0.0,34.6454739501,29,21,internal_timestamp,2895.56005859,29,21,75572,1443659917,1.71080005169,29,29,3652648717.08
"('211',)",31.456199646,1,0,1040.99047062,29,21,2,3.1456199646,29,5,3746540943.73,3746540943.84,3652648728.08,44.52757,-125.38075,0.0,34.6456838354,29,21,internal_timestamp,2898.60009766,29,21,76864,1443659928,1.71089994907,29,29,3652648728.08
"('212',)",31.4575004578,1,0,1041.00368533,29,21,2,3.14575004578,29,5,3746540943.73,3746540943.84,3652648739.08,44.52757,-125.38075,0.0,34.6455728954,29,21,internal_timestamp,2901.61010742,29,21,79698,1443659939,1.71119999886,29,29,3652648739.08
"('213',)",31.4589004517,1,0,1041.0176226,29,21,2,3.14589004517,29,5,3746540943.73,3746540943.84,3652648750.08,44.52757,-125.38075,0.0,34.6462186509,29,21,internal_timestamp,2904.62988281,29,21,79940,1443659950,1.71089994907,29,29,3652648750.08
"('214',)",31.4603004456,1,0,1041.03094857,29,21,2,3.14603004456,29,5,3746540943.73,3746540943.84,3652648761.08,44.52757,-125.38075,0.0,34.6463458094,29,21,internal_timestamp,2907.62011719,29,21,81382,1443659961,1.71109998226,29,29,3652648761.08
"('215',)",31.4615001678,1,0,1041.04408776,29,21,2,3.14615001678,29,5,3746540943.73,3746540943.84,3652648772.08,44.52757,-125.38075,0.0,34.6459913802,29,21,internal_timestamp,2910.65991211,29,21,84075,1443659972,1.71150004864,29,29,3652648772.08
"('216',)",31.4631004333,1,0,1041.05764417,29,21,2,3.14631004333,29,5,3746540943.73,3746540943.84,3652648783.09,44.52757,-125.38075,0.0,34.6463608176,29,21,internal_timestamp,2913.65991211,29,21,86524,1443659983,1.71169996262,29,29,3652648783.09
"('217',)",31.4643001556,1,0,1041.07097921,29,21,2,3.14643001556,29,5,3746540943.73,3746540943.84,3652648794.08,44.52757,-125.38075,0.0,34.646219924,29,21,internal_timestamp,2916.69995117,29,21,78633,1443659994,1.7118999958,29,29,3652648794.08
"('218',)",31.4652004242,1,0,1041.0811111,29,21,2,3.14652004242,29,5,3746540943.73,3746540943.84,3652648805.09,44.52757,-125.38075,0.0,34.6461590745,29,21,internal_timestamp,2919.0,29,21,86822,1443660005,1.7120000124,29,29,3652648805.09
"('219',)",31.4652004242,1,0,1041.08115186,29,21,2,3.14652004242,29,5,3746540943.73,3746540943.84,3652648816.08,44.52757,-125.38075,0.0,34.6461544608,29,21,internal_timestamp,2919.01000977,29,21,83863,1443660016,1.7120000124,29,29,3652648816.08
